"seq","as_is_comp","as_is_attr","to_be_comp","to_be_attr","excel_order","max_cnt","max_attr","repli_flag","repli_attr","repli_child_flag","repli_child_attr"
7331,GPC0062,media/textBtnLinkTarget1,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/ctaTarget,12,,blockimage,Y,item,N,""
7332,GPC0062,media/textBtnLabel1,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/ctaLabel,12,,blockimage,Y,item,N,""
7333,GPC0062,"",ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/buttonType,12,,blockimage,Y,item,N,""
7334,GPC0062,media/textBtnLink2,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/ctaUrl,12,,blockimage,Y,item,N,""
7335,GPC0062,media/textBtnLinkTarget2,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/ctaTarget,12,,blockimage,Y,item,N,""
7336,GPC0062,media/textBtnLabel2,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/ctaLabel,12,,blockimage,Y,item,N,""
7337,GPC0062,"",ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/buttonType,12,,blockimage,Y,item,N,""
7338,GPC0062,media/headline,ST0007,product/overview-section/blockimage/headline/jcr:title,12,,blockimage,Y,headline,N,""
7339,GPC0062,"",ST0007,product/overview-section/blockimage/headline/linkURL,12,,blockimage,Y,headline,N,""
7340,GPC0062,"",ST0007,product/overview-section/blockimage/headline/sling:resourceType,12,,blockimage,Y,headline,N,""
7341,GPC0062,"",ST0007,product/overview-section/blockimage/headline/id,12,,blockimage,Y,headline,N,""
7342,GPC0062,"",ST0007,product/overview-section/blockimage/headline/linkTarget,12,,blockimage,Y,headline,N,""
7343,GPC0062,media/headingTag,ST0007,product/overview-section/blockimage/headline/type,12,,blockimage,Y,headline,N,""
7344,GPC0062,"",ST0007,product/overview-section/blockimage/eyebrow/sling:resourceType,12,,blockimage,Y,eyebrow,N,""
7345,GPC0062,"",ST0007,product/overview-section/blockimage/eyebrow/id,12,,blockimage,Y,eyebrow,N,""
7346,GPC0062,"",ST0007,product/overview-section/blockimage/eyebrow/text,12,,blockimage,Y,eyebrow,N,""
7347,GPC0062,"",ST0007,product/overview-section/blockimage/eyebrow/textIsRich,12,,blockimage,Y,eyebrow,N,""
7348,GPC0062,"",ST0007,product/overview-section/blockimage/titlecopy/sling:resourceType,12,,blockimage,Y,titlecopy,N,""
7349,GPC0062,"",ST0007,product/overview-section/blockimage/titlecopy/id,12,,blockimage,Y,titlecopy,N,""
7350,GPC0062,media/animationTitle,ST0007,product/overview-section/blockimage/titlecopy/text,12,,blockimage,Y,titlecopy,N,""
7351,GPC0062,"",ST0007,product/overview-section/blockimage/titlecopy/textIsRich,12,,blockimage,Y,titlecopy,N,""
7352,GPC0062,"",ST0007,product/overview-section/blockimage/bodycopy/sling:resourceType,12,,blockimage,Y,bodycopy,N,""
7353,GPC0062,"",ST0007,product/overview-section/blockimage/bodycopy/id,12,,blockimage,Y,bodycopy,N,""
7354,GPC0062,media/bodyCopy,ST0007,product/overview-section/blockimage/bodycopy/text,12,,blockimage,Y,bodycopy,N,""
7355,GPC0062,"",ST0007,product/overview-section/blockimage/bodycopy/textIsRich,12,,blockimage,Y,bodycopy,N,""
7356,GPC0067,"",ST0007,product/overview-section/blockimage/sling:resourceType,13,,blockimage,N,"",N,""
7357,GPC0067,"",ST0007,product/overview-section/blockimage/cq:styleIds,13,,blockimage,N,"",N,""
7358,GPC0067,"",ST0007,product/overview-section/blockimage/ctaLabel,13,,blockimage,N,"",N,""
7359,GPC0067,"",ST0007,product/overview-section/blockimage/ctaUrl,13,,blockimage,N,"",N,""
7360,GPC0067,"",ST0007,product/overview-section/blockimage/ctaTarget,13,,blockimage,N,"",N,""
7361,GPC0067,mediaBlock/blockType,ST0007,product/overview-section/blockimage/blockType,13,,blockimage,N,"",N,""
7362,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/animationThumbnailAltText,13,,blockimage,Y,item,N,""
7363,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/animationThumbnailImageRef,13,,blockimage,Y,item,N,""
7364,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/animationThumbnailImageRefMobile,13,,blockimage,Y,item,N,""
7365,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/animationRef,13,,blockimage,Y,item,N,""
7366,GPC0067,media/videoThumbnail_path,ST0007,product/overview-section/blockimage/blockImageList/item/videoThumbnailImageRef,13,,blockimage,Y,item,N,""
7367,GPC0067,media/videoID,ST0007,product/overview-section/blockimage/blockImageList/item/videoID,13,,blockimage,Y,item,N,""
7368,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/videoThumbnailImageRefMobile,13,,blockimage,Y,item,N,""
7369,GPC0067,media/videoThumbnail_alt,ST0007,product/overview-section/blockimage/blockImageList/item/videoThumbnailAltText,13,,blockimage,Y,item,N,""
7370,GPC0067,media/image_alt,ST0007,product/overview-section/blockimage/blockImageList/item/imageAltText,13,,blockimage,Y,item,N,""
7371,GPC0067,media/imageLinkTarget,ST0007,product/overview-section/blockimage/blockImageList/item/imageUrlTarget,13,,blockimage,Y,item,N,""
7372,GPC0067,media/image_path,ST0007,product/overview-section/blockimage/blockImageList/item/imageRef,13,,blockimage,Y,item,N,""
7373,GPC0067,media/imageLink,ST0007,product/overview-section/blockimage/blockImageList/item/imageUrl,13,,blockimage,Y,item,N,""
7374,GPC0067,media/videoSource,ST0007,product/overview-section/blockimage/blockImageList/item/videoSource,13,,blockimage,Y,item,N,""
7375,GPC0067,media/btnType,ST0007,product/overview-section/blockimage/blockImageList/item/ctaType,13,,blockimage,Y,item,N,""
7376,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/imageRefMobile,13,,blockimage,Y,item,N,""
7377,GPC0067,media/mediaType,ST0007,product/overview-section/blockimage/blockImageList/item/mediaTypeItems,13,,blockimage,Y,item,N,""
7378,GPC0067,media/btnLink1,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/ctaUrl,13,,blockimage,Y,item,N,""
7379,GPC0067,media/btnLinkTarget1,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/ctaTarget,13,,blockimage,Y,item,N,""
7380,GPC0067,media/btnLabel1,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/ctaLabel,13,,blockimage,Y,item,N,""
7381,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item0/buttonType,13,,blockimage,Y,item,N,""
7382,GPC0067,media/btnLink2,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/ctaUrl,13,,blockimage,Y,item,N,""
7383,GPC0067,media/btnLinkTarget2,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/ctaTarget,13,,blockimage,Y,item,N,""
7384,GPC0067,media/btnLabel2,ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/ctaLabel,13,,blockimage,Y,item,N,""
7385,GPC0067,"",ST0007,product/overview-section/blockimage/blockImageList/item/ctaItems/item1/buttonType,13,,blockimage,Y,item,N,""
7386,GPC0067,media/headline,ST0007,product/overview-section/blockimage/headline/jcr:title,13,,blockimage,Y,headline,N,""
7387,GPC0067,"",ST0007,product/overview-section/blockimage/headline/linkURL,13,,blockimage,Y,headline,N,""
7388,GPC0067,"",ST0007,product/overview-section/blockimage/headline/sling:resourceType,13,,blockimage,Y,headline,N,""
7389,GPC0067,"",ST0007,product/overview-section/blockimage/headline/id,13,,blockimage,Y,headline,N,""
7390,GPC0067,"",ST0007,product/overview-section/blockimage/headline/linkTarget,13,,blockimage,Y,headline,N,""
7391,GPC0067,media/headingTag,ST0007,product/overview-section/blockimage/headline/type,13,,blockimage,Y,headline,N,""
7392,GPC0067,"",ST0007,product/overview-section/blockimage/eyebrow/sling:resourceType,13,,blockimage,Y,eyebrow,N,""
7393,GPC0067,"",ST0007,product/overview-section/blockimage/eyebrow/id,13,,blockimage,Y,eyebrow,N,""
7394,GPC0067,"",ST0007,product/overview-section/blockimage/eyebrow/text,13,,blockimage,Y,eyebrow,N,""
7395,GPC0067,"",ST0007,product/overview-section/blockimage/eyebrow/textIsRich,13,,blockimage,Y,eyebrow,N,""
7396,GPC0067,"",ST0007,product/overview-section/blockimage/titlecopy/sling:resourceType,13,,blockimage,Y,titlecopy,N,""
7397,GPC0067,"",ST0007,product/overview-section/blockimage/titlecopy/id,13,,blockimage,Y,titlecopy,N,""
7398,GPC0067,"",ST0007,product/overview-section/blockimage/titlecopy/text,13,,blockimage,Y,titlecopy,N,""
7399,GPC0067,"",ST0007,product/overview-section/blockimage/titlecopy/textIsRich,13,,blockimage,Y,titlecopy,N,""
7400,GPC0067,"",ST0007,product/overview-section/blockimage/bodycopy/sling:resourceType,13,,blockimage,Y,bodycopy,N,""
7401,GPC0067,"",ST0007,product/overview-section/blockimage/bodycopy/id,13,,blockimage,Y,bodycopy,N,""
7402,GPC0067,media/bodyCopy,ST0007,product/overview-section/blockimage/bodycopy/text,13,,blockimage,Y,bodycopy,N,""
7403,GPC0067,"",ST0007,product/overview-section/blockimage/bodycopy/textIsRich,13,,blockimage,Y,bodycopy,N,""
7404,GPC0049,"",ST0008,product/overview-section/sliderimage/sling:resourceType,14,,sliderimage,N,"",N,""
7405,GPC0049,disclaimerArea/disclaimerAlign,ST0008,product/overview-section/sliderimage/disclaimerTextAlignment,14,,sliderimage,N,"",N,""
7406,GPC0049,btnType,ST0008,product/overview-section/sliderimage/ctaType,14,,sliderimage,N,"",N,""
7407,GPC0049,firstImageCompare/firstImageCompareTextColor,ST0008,product/overview-section/sliderimage/imageCompareTextColor,14,,sliderimage,N,"",N,""
7408,GPC0049,"",ST0008,product/overview-section/sliderimage/imageCompareTextHorizontalAlignment,14,,sliderimage,N,"",N,""
7409,GPC0049,firstImageCompare/firstImageCompareTextVertical,ST0008,product/overview-section/sliderimage/imageCompareTextVerticalAlignment,14,,sliderimage,N,"",N,""
7410,GPC0049,firstImage/firstdesktopImage_path,ST0008,product/overview-section/sliderimage/imageRefFirst,14,,sliderimage,N,"",N,""
7411,GPC0049,secondImage/seconddesktopImage_path,ST0008,product/overview-section/sliderimage/imageRefSecond,14,,sliderimage,N,"",N,""
7412,GPC0049,"",ST0008,product/overview-section/sliderimage/imageType,14,,sliderimage,N,"",N,""
7413,GPC0049,firstImage/firstdesktopImage_alt,ST0008,product/overview-section/sliderimage/firstImageAltText,14,,sliderimage,N,"",N,""
7414,GPC0049,secondImage/seconddesktopImage_alt,ST0008,product/overview-section/sliderimage/secondImageAltText,14,,sliderimage,N,"",N,""
7415,GPC0049,descriptionStyle/textAreaAlign,ST0008,product/overview-section/sliderimage/textAreaAlignment,14,,sliderimage,N,"",N,""
7416,GPC0049,descriptionStyle/textPlacement,ST0008,product/overview-section/sliderimage/textPlacement,14,,sliderimage,N,"",N,""
7417,GPC0049,"",ST0008,product/overview-section/sliderimage/ctaList/item/jcr:primaryType,14,,sliderimage,Y,item,N,""
7418,GPC0049,cta/btnLink,ST0008,product/overview-section/sliderimage/ctaList/item/ctaUrl,14,,sliderimage,Y,item,N,""
